id,name,position,team,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,target_share,air_yards_share,fantasy_points,fantasy_points_ppr,total_yards,games,offense_snaps,teams_offense_snaps,ypa,ypc,ypr,touches,count,comp_percentage,pass_td_percentage,int_percentage,rush_td_percentage,rec_td_percentage,total_tds,td_percentage,pass_ypg,rush_ypg,rec_ypg,ppg,ppr_ppg,ypg,pr,rookie_season,round,overall,ht,wt,forty,vertical,years_played
406,Daniel Jones,QB,NYG,2021,REG,232,361,2428,10,7,22,160,5,2,2644,1094,116,1,62,298,2,2,1,16,2,1,1,16,0,0,0,13,3,1,0,0.030303031,0.061320756,166.52,167.52,2742,11,673,711,6.73,4.81,16,424,1,0.643,0.028,0.019,0.032,0,12,0.028,220.7272727,27.09090909,1.454545455,15.13818221,15.2290913,220.7272727,87.33,2019,1,6,5-Jun,221,4.81,33.5,3
406,Daniel Jones,QB,NYG,2022,REG,317,472,3205,15,5,44,243,4,2,3031,1596,156,2,120,708,7,2,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,289,289,3913,16,1040,1072,6.79,5.9,0,592,1,0.672,0.032,0.011,0.058,0,22,0.037,200.3125,44.25,0,18.0625,18.0625,200.3125,91.33,2019,1,6,5-Jun,221,4.81,33.5,4
407,Daniel Lasco,RB,NO,2016,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0,0,0,1,0,2,4,11,0,0,0,0,13,0,0,0.097222224,0.00722165,4.3,6.3,43,3,22,219,0,2.91,5.5,13,1,0,0,0,0,0,0,0,0,10.66666667,3.666666667,1.433333397,2.100000064,0,33.87,2016,7,237,Jun-00,209,4.46,41.5,1
408,Daniel Thomas,RB,MIA,2012,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,91,325,4,3,2,15,0,15,22,156,0,0,0,12,144,5,0,0.6571504,0.029937485,68.1,83.1,481,12,323,781,0,3.57,10.4,106,1,0,0,0,0.044,0,4,0.038,0,27.08333333,13,5.674999873,6.924999873,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
408,Daniel Thomas,RB,MIA,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,109,406,4,0,0,17,0,15,17,63,2,0,0,-24,84,6,0,0.48952937,-0.05301874,82.9,97.9,469,15,348,946,0,3.72,4.2,124,1,0,0,0,0.037,0.133,6,0.048,0,27.06666667,4.2,5.526666768,6.526666768,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
408,Daniel Thomas,RB,MIA,2014,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,44,168,2,1,1,9,1,13,19,121,0,0,0,19,122,8,0,0.5233124,0.058580287,40.9,53.9,289,12,209,801,0,3.82,9.31,57,1,0,0,0,0.045,0,2,0.035,0,14,10.08333333,3.40833346,4.491666794,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,Danny Amendola,WR,DET,2019,REG,1,1,19,1,0,0,0,0,0,14,5,1,0,0,0,0,0,0,0,0,62,97,678,1,0,0,855,207,36,0,2.6834424,2.5352042,78.56,140.56,697,15,642,1004,19,0,10.94,63,1,1,1,0,0,0.016,2,0.032,1.266666667,0,45.2,5.237333171,9.370666504,1.266666667,152.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,Danny Amendola,WR,DET,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,46,69,602,0,0,0,558,290,30,0,1.9557555,1.9248126,60.4,106.4,604,14,460,907,0,2,13.09,47,1,0,0,0,0,0,0,0,0,0.142857143,43,4.314285823,7.600000109,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,Danny Amendola,WR,HOU,2021,REG,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,24,38,248,3,1,0,321,105,10,1,1.1841794,1.169489,44.8,68.8,248,8,191,501,0,0,10.33,25,1,0,0,0,0,0.125,3,0.12,0,0,31,5.599999905,8.600000381,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,Danny Amendola,WR,LA,2012,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,63,101,666,3,2,2,785,237,37,1,2.9780483,2.7723224,83.4,146.4,674,11,0,0,0,4,10.57,65,1,0,0,0,0,0.048,3,0.046,0,0.727272727,60.54545455,7.581818321,13.30909035,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,Danny Amendola,WR,MIA,2018,REG,1,1,28,1,0,0,0,0,0,25,3,1,0,1,-2,0,0,0,0,0,59,79,575,1,0,0,589,229,27,0,2.7921703,2.7713573,68.42,127.42,601,15,683,866,28,-2,9.75,61,1,1,1,0,0,0.017,2,0.033,1.866666667,-0.133333333,38.33333333,4.561333211,8.494666545,1.866666667,152.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,Danny Amendola,WR,NE,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,54,83,633,2,0,0,674,252,37,0,2.1101332,2.1892653,75.4,129.4,634,12,572,915,0,1,11.72,55,1,0,0,0,0,0.037,2,0.036,0,0.083333333,52.75,6.28333346,10.78333282,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,Danny Amendola,WR,NE,2014,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,200,1,0,0,315,74,12,0,1.1367269,1.1104412,26,53,200,14,407,1012,0,0,7.41,27,1,0,0,0,0,0.037,1,0.037,0,0,14.28571429,1.857142857,3.785714286,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,Danny Amendola,WR,NE,2015,REG,1,1,36,0,0,0,0,0,0,7,29,1,0,2,11,0,0,0,0,0,65,87,648,3,0,0,593,264,32,0,2.2268567,1.9663497,85.34,150.34,695,14,576,995,36,5.5,9.97,68,1,1,0,0,0,0.046,3,0.044,2.571428571,0.785714286,46.28571429,6.095714024,10.73857117,2.571428571,113.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,Danny Amendola,WR,NE,2016,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,243,4,1,1,255,73,14,0,0.8591244,1.0142648,46.3,69.3,243,11,247,776,0,0,10.57,23,1,0,0,0,0,0.174,4,0.174,0,0,22.09090909,4.20909084,6.300000277,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,Danny Amendola,WR,NE,2017,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,86,659,2,1,0,682,210,40,0,2.3379965,2.0637677,77.9,138.9,659,15,568,1063,0,0,10.8,61,1,0,0,0,0,0.033,2,0.033,0,0,43.93333333,5.193333435,9.259999593,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
410,Danny Gray,WR,SF,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,1,7,10,0,0,0,160,4,1,0,0.23893282,0.69751066,1.9,2.9,19,5,39,357,0,9,10,2,1,0,0,0,0,0,0,0,0,1.8,2,0.379999995,0.580000019,0,33.87,2022,3,105,Jun-00,186,4.33,34,1
411,Danny Noble,TE,JAX,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,63,1,0,0,40,50,1,0,0.06462585,0.15272698,12.3,14.3,63,2,15,126,0,0,31.5,2,1,0,0,0,0,0.5,1,0.5,0,0,31.5,6.150000095,7.150000095,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,Danny Woodhead,RB,BAL,2017,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,14,56,0,0,0,2,0,33,39,200,0,0,0,108,118,9,0,1.1668038,0.6626146,25.6,58.6,256,8,157,548,0,4,6.06,47,1,0,0,0,0,0,0,0,0,7,25,3.200000048,7.324999809,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,Danny Woodhead,RB,LAC,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,106,429,2,1,1,26,0,76,87,605,6,1,1,176,456,30,0,2.543629,0.69462436,147.4,223.4,1034,16,0,0,0,4.05,7.96,182,1,0,0,0,0.019,0.079,8,0.044,0,26.8125,37.8125,9.212499619,13.96249962,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,Danny Woodhead,RB,LAC,2014,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,0,0,0,2,0,5,6,34,0,0,0,9,33,4,0,0.17063493,0.045370206,7.2,12.2,72,3,0,0,0,2.53,6.8,20,1,0,0,0,0,0,0,0,0,12.66666667,11.33333333,2.399999936,4.066666603,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,Danny Woodhead,RB,LAC,2015,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,98,336,3,0,0,21,0,80,106,755,6,0,0,79,713,39,0,2.5874503,0.19921792,163.1,243.1,1091,16,0,0,0,3.43,9.44,178,1,0,0,0,0.031,0.075,9,0.051,0,21,47.1875,10.19375038,15.19375038,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,Danny Woodhead,RB,LAC,2016,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,19,116,0,0,0,6,0,6,8,35,1,0,0,14,31,2,0,0.23444444,0.065479405,21.1,27.1,151,2,0,0,0,6.11,5.83,25,1,0,0,0,0,0.167,1,0.04,0,58,17.5,10.55000019,13.55000019,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,Danny Woodhead,RB,NE,2012,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,76,301,4,0,0,19,0,40,55,446,3,1,0,165,371,22,0,1.3041334,0.47011968,116.7,156.7,747,15,409,1182,0,3.96,11.15,116,1,0,0,0,0.053,0.075,7,0.06,0,20.06666667,29.73333333,7.779999797,10.44666646,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413,Dante Pettis,WR,CHI,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,2,0,19,41,245,3,0,0,371,63,9,0,1.7624826,1.8197196,46.2,65.2,282,14,447,863,0,18.5,12.89,21,1,0,0,0,0,0.158,3,0.143,0,2.642857143,17.5,3.300000054,4.657142639,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413,Dante Pettis,WR,NYG,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,76,1,0,0,76,6,3,0,0.15317073,0.23084977,13.6,17.6,76,2,49,123,0,0,19,4,1,0,0,0,0,0.25,1,0.25,0,0,38,6.800000191,8.800000191,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413,Dante Pettis,WR,NYG,2021,REG,1,1,16,0,0,0,0,0,0,13,3,1,0,0,0,0,0,0,0,0,10,16,87,1,0,0,103,38,5,0,0.3806818,0.35835046,15.34,25.34,103,2,81,146,16,0,8.7,11,1,1,0,0,0,0.1,1,0.091,8,0,43.5,7.670000076,12.67000008,8,113.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413,Dante Pettis,WR,SF,2018,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,27,45,467,5,0,0,501,205,19,0,1.3634877,2.0116158,76.5,103.5,465,9,416,596,0,-2,17.3,28,1,0,0,0,0,0.185,5,0.179,0,-0.222222222,51.88888889,8.5,11.5,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413,Dante Pettis,WR,SF,2019,REG,1,1,16,0,0,0,0,0,0,-4,20,1,0,0,0,0,0,0,0,0,11,24,109,2,0,0,189,23,7,0,0.8305911,1.0450479,23.54,34.54,125,9,304,655,16,0,9.91,12,1,1,0,0,0,0.182,2,0.167,1.777777778,0,12.11111111,2.615555657,3.83777788,1.777777778,113.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413,Dante Pettis,WR,SF,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,0,0,0.03125,0.15111111,0,0,0,1,45,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
414,Dante Rosario,TE,CHI,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,0,0,0,14,15,1,0,0.09889714,0.03653491,1.3,2.3,13,3,30,207,0,0,13,1,1,0,0,0,0,0,0,0,0,0,4.333333333,0.433333317,0.766666651,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
414,Dante Rosario,TE,CHI,2014,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,116,0,1,1,101,54,3,1,0.61449856,0.4264795,11.6,27.6,116,13,250,851,0,0,7.25,16,1,0,0,0,0,0,0,0,0,0,8.923076923,0.892307722,2.123076952,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
414,Dante Rosario,TE,LAC,2012,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,95,3,1,1,163,37,6,0,0.55847394,0.56713915,25.5,35.5,95,10,0,0,0,0,9.5,10,1,0,0,0,0,0.3,3,0.3,0,0,9.5,2.55,3.55,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
415,Dare Ogunbowale,RB,HOU,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,42,123,1,0,0,10,0,20,26,104,0,0,0,-11,124,5,0,0.7129797,-0.03645127,28.7,48.7,227,11,181,698,0,2.93,5.2,62,1,0,0,0,0.024,0,1,0.016,0,11.18181818,9.454545455,2.609090978,4.427272797,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
415,Dare Ogunbowale,RB,JAX,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,32,145,0,0,0,6,0,10,20,54,0,0,0,17,63,4,0,0.53954417,0.055947423,19.9,29.9,199,7,171,441,0,4.53,5.4,42,1,0,0,0,0,0,0,0,0,20.71428571,7.714285714,2.842857088,4.271428517,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
415,Dare Ogunbowale,RB,JAX,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,43,137,1,0,0,5,0,13,21,114,1,0,0,31,100,3,0,0.62630653,0.11927708,37.1,50.1,251,10,183,684,0,3.19,8.77,56,1,0,0,0,0.023,0.077,2,0.036,0,13.7,11.4,3.709999847,5.009999847,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
415,Dare Ogunbowale,RB,TB,2019,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,2,0,0,3,0,35,46,286,0,1,1,121,207,14,0,1.166184,0.3002798,40.3,75.3,303,16,361,1140,0,1.55,8.17,46,1,0,0,0,0.182,0,2,0.043,0,1.0625,17.875,2.518749952,4.706250191,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
416,Dareke Young,WR,SEA,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,24,0,0,0,1,23,2,0,0.071428575,0.003745318,2.4,4.4,24,1,17,71,0,0,12,2,1,0,0,0,0,0,0,0,0,0,24,2.400000095,4.400000095,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
417,Darius Bradwell,RB,LAC,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.022727273,0.003484321,0,0,0,1,7,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
418,Darius Jackson,RB,DAL,2018,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0.023255814,-0.002392344,1.6,1.6,16,1,18,78,0,2.67,0,6,1,0,0,0,0,0,0,0,0,16,0,1.600000024,1.600000024,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
419,Darius Jennings,WR,CLE,2015,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,117,0,1,0,139,37,7,0,0.5497668,0.42836952,11.7,25.7,117,3,178,214,0,0,8.36,14,1,0,0,0,0,0,0,0,0,0,39,3.899999936,8.566666921,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
419,Darius Jennings,WR,TEN,2018,REG,1,1,21,0,0,0,0,0,0,10,11,1,0,1,2,0,0,0,0,0,11,15,101,0,0,0,153,37,2,0,0.5470934,0.64405274,17.14,28.14,124,9,109,555,21,2,9.18,13,1,1,0,0,0,0,0,0,2.333333333,0.222222222,11.22222222,1.904444377,3.126666599,2.333333333,113.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
419,Darius Jennings,WR,TEN,2019,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,17,0,0,0,77,14,2,0,0.16779767,0.22835287,1.7,3.7,17,4,19,259,0,0,8.5,2,1,0,0,0,0,0,0,0,0,0,4.25,0.425000012,0.925000012,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
420,Darius Johnson,WR,ATL,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,210,1,1,1,362,83,12,0,1.0702703,1.3873546,25,47,210,10,401,660,0,0,9.55,22,1,0,0,0,0,0.045,1,0.045,0,0,21,2.5,4.7,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
421,Darius Powe,WR,NYG,2017,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13,0,0,0,16,13,0,0,0.08695652,0.057142857,1.3,3.3,13,1,48,80,0,0,6.5,2,1,0,0,0,0,0,0,0,0,0,13,1.299999952,3.299999952,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
422,Darius Reynaud,WR,TEN,2012,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,0,0,0,1,0,5,9,35,0,0,0,51,34,3,0,0.24908386,0.17664705,24.8,29.8,68,9,0,0,0,2.06,7,21,1,0,0,0,0,0,0,0,0,3.666666667,3.888888889,2.755555471,3.311111026,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
422,Darius Reynaud,WR,TEN,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,0,0,0,3,6,0,0,0.048780486,0.00729927,0.4,1.4,4,2,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,2,0.200000003,0.699999988,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
423,Darius Slayton,WR,NYG,2019,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,84,740,8,0,0,1178,192,32,0,2.370561,3.9830651,122,170,740,14,701,929,0,0,15.42,48,1,0,0,0,0,0.167,8,0.167,0,0,52.85714286,8.714285714,12.14285714,0,33.87,2019,5,171,1-Jun,190,4.39,40.5,1
423,Darius Slayton,WR,NYG,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,50,96,751,3,1,1,1303,159,40,0,3.0953913,5.35481,91,141,750,16,877,1013,0,-0.5,15.02,52,1,0,0,0,0,0.06,3,0.058,0,-0.0625,46.9375,5.6875,8.8125,0,33.87,2019,5,171,1-Jun,190,4.39,40.5,2
423,Darius Slayton,WR,NYG,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-13,0,0,0,0,0,26,58,339,2,1,1,773,65,14,0,1.7042553,3.0718486,42.6,68.6,326,13,536,837,0,-13,13.04,27,1,0,0,0,0,0.077,2,0.074,0,-1,26.07692308,3.27692296,5.27692296,0,33.87,2019,5,171,1-Jun,190,4.39,40.5,3
423,Darius Slayton,WR,NYG,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,71,724,2,2,1,884,262,30,0,2.5047736,4.859988,82.4,128.4,724,13,677,867,0,0,15.74,46,1,0,0,0,0,0.043,2,0.043,0,0,55.69230769,6.338461656,9.876922607,0,33.87,2019,5,171,1-Jun,190,4.39,40.5,4
424,Darnell Mooney,WR,CHI,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,1,0,61,98,631,4,1,0,1128,254,33,1,2.5948818,3.6109962,91.1,152.1,651,16,781,1072,0,5,10.34,65,1,0,0,0,0,0.066,4,0.062,0,1.25,39.4375,5.693749905,9.506250381,0,33.87,2020,5,173,10-May,176,4.38,37,1
424,Darnell Mooney,WR,CHI,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,1,0,0,2,0,81,140,1055,4,0,0,1556,381,49,0,4.6317787,6.01917,138.7,219.7,1087,17,986,1122,0,5.33,13.02,87,1,0,0,0,0.167,0.049,5,0.057,0,1.882352941,62.05882353,8.15882335,12.92352923,0,33.87,2020,5,173,10-May,176,4.38,37,2
424,Darnell Mooney,WR,CHI,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,40,61,493,2,0,0,731,164,20,0,2.9677045,4.054717,61.5,101.5,495,11,612,700,0,2,12.32,41,1,0,0,0,0,0.05,2,0.049,0,0.181818182,44.81818182,5.590909091,9.227272727,0,33.87,2020,5,173,10-May,176,4.38,37,3
425,Darrel Williams,RB,ARI,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,21,102,1,0,0,8,0,4,8,9,0,0,0,-24,15,0,0,0.18403712,-0.102887526,17.1,21.1,111,5,99,390,0,4.86,2.25,25,1,0,0,0,0.048,0,1,0.04,0,20.4,1.8,3.420000076,4.220000076,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
425,Darrel Williams,RB,KC,2018,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44,0,0,0,3,0,3,3,27,1,0,0,-7,34,1,0,0.07965687,-0.02524462,13.1,16.1,71,3,33,213,0,3.38,9,16,1,0,0,0,0,0.333,1,0.062,0,14.66666667,9,4.366666794,5.366666794,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
425,Darrel Williams,RB,KC,2019,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,41,141,3,1,1,12,0,15,19,167,1,0,0,21,179,7,0,0.5597619,-0.005701378,52.8,67.8,308,9,178,583,0,3.44,11.13,56,1,0,0,0,0.073,0.067,4,0.071,0,15.66666667,18.55555556,5.866666582,7.533333672,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
425,Darrel Williams,RB,KC,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,39,169,1,0,0,14,0,18,26,116,0,0,0,-22,156,6,1,0.66279554,-0.10422199,36.5,54.5,285,13,266,911,0,4.33,6.44,57,1,0,0,0,0.026,0,1,0.018,0,13,8.923076923,2.807692308,4.192307692,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
425,Darrel Williams,RB,KC,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,144,558,6,0,0,40,0,47,57,452,2,0,0,82,435,19,0,1.4976302,0.36786145,149,196,1010,17,568,1195,0,3.88,9.62,191,1,0,0,0,0.042,0.043,8,0.042,0,32.82352941,26.58823529,8.764705882,11.52941176,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
426,Darrell Daniels,TE,ARI,2018,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0.030303031,0.09448819,0,0,0,1,18,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
426,Darrell Daniels,TE,ARI,2019,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,22,0,1,0,0.09859007,0.11035194,0.4,1.4,4,3,28,220,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1.333333333,0.133333335,0.466666659,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
426,Darrell Daniels,TE,ARI,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,92,1,0,0,67,57,4,0,0.32430935,0.21687096,15.2,23.2,92,8,299,583,0,0,11.5,8,1,0,0,0,0,0.125,1,0.125,0,0,11.5,1.899999976,2.900000095,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
426,Darrell Daniels,TE,ARI,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,22,1,0,0,0.13536464,0.19340795,0,1,0,3,86,229,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
426,Darrell Daniels,TE,IND,2017,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,26,0,0,0,95,16,2,0,0.44401163,0.30776423,2.6,5.6,26,6,144,392,0,0,8.67,3,1,0,0,0,0,0,0,0,0,0,4.333333333,0.433333317,0.933333317,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
426,Darrell Daniels,TE,SEA,2018,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0.05263158,0.09859155,0,0,0,1,20,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
427,Darrell Henderson,RB,LA,2019,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,39,147,0,0,0,10,0,4,6,37,0,0,0,3,37,1,0,0.20964913,0.0062468,18.4,22.4,184,7,90,473,0,3.77,9.25,43,1,0,0,0,0,0,0,0,0,21,5.285714286,2.628571374,3.199999946,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
427,Darrell Henderson,RB,LA,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,138,624,5,0,0,40,0,16,24,155,1,0,0,16,156,8,0,0.70479447,0.02701946,113.9,129.9,779,15,347,1041,0,4.52,9.69,154,1,0,0,0,0.036,0.062,6,0.039,0,41.6,10.33333333,7.593333435,8.659999593,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
427,Darrell Henderson,RB,LA,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,149,688,5,0,0,39,0,29,40,176,3,0,0,37,180,8,0,1.0904464,0.1259327,134.4,163.4,864,12,507,777,0,4.62,6.07,178,1,0,0,0,0.034,0.103,8,0.045,0,57.33333333,14.66666667,11.19999949,13.61666616,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
