id,name,position,team,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,target_share,air_yards_share,fantasy_points,fantasy_points_ppr,total_yards,games,offense_snaps,teams_offense_snaps,ypa,ypc,ypr,touches,count,comp_percentage,pass_td_percentage,int_percentage,rush_td_percentage,rec_td_percentage,total_tds,td_percentage,pass_ypg,rush_ypg,rec_ypg,ppg,ppr_ppg,ypg,pr,rookie_season,round,overall,ht,wt,forty,vertical,years_played
1,A.J. Brown,WR,PHI,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,145,1496,11,2,2,1754,548,59,0,4.867588,6.9489183,211.6,299.6,1496,17,1004,1179,0,0,17,88,1,0,0,0,0,0.125,11,0.125,0,0,88,12.44705918,17.62352977,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,A.J. Brown,WR,TEN,2019,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,1,0,0,2,0,52,84,1051,8,1,0,1107,465,39,0,3.1795583,4.661604,165.1,217.1,1111,16,678,993,0,20,20.21,55,1,0,0,0,0.333,0.154,9,0.164,0,3.75,65.6875,10.31875038,13.56875038,0,33.87,2019,2,51,Jun-00,226,4.49,36.5,1
1,A.J. Brown,WR,TEN,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,106,1075,11,2,1,1150,432,55,0,3.8118234,4.969659,177.5,247.5,1075,14,760,937,0,0,15.36,70,1,0,0,0,0,0.157,11,0.157,0,0,76.78571429,12.67857143,17.67857143,0,33.87,2019,2,51,Jun-00,226,4.49,36.5,2
1,A.J. Brown,WR,TEN,2021,REG,0,2,0,0,0,0,0,0,0,42,0,0,0,2,10,0,0,0,1,0,63,105,869,5,0,0,1218,235,45,0,3.599019,5.7988586,117.9,180.9,879,13,604,869,0,5,13.79,67,1,0,0,0,0,0.079,5,0.075,0,0.769230769,66.84615385,9.069230887,13.91538415,0,33.87,2019,2,51,Jun-00,226,4.49,36.5,3
2,A.J. Derby,TE,DEN,2016,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,160,0,1,1,135,50,7,0,0.52339184,0.3672983,14,30,160,6,188,399,0,0,10,16,1,0,0,0,0,0,0,0,0,0,26.66666667,2.333333333,5,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,A.J. Derby,TE,DEN,2017,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,224,2,1,1,268,74,10,0,0.9293901,0.9938318,32.4,51.4,224,9,285,627,0,0,11.79,19,1,0,0,0,0,0.105,2,0.105,0,0,24.88888889,3.60000017,5.711111281,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,A.J. Derby,TE,MIA,2017,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,20,0,0,0,94,18,1,0,0.22815838,0.2715488,2,4,20,2,51,128,0,0,10,2,1,0,0,0,0,0,0,0,0,0,10,1,2,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,A.J. Derby,TE,MIA,2018,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,48,1,0,0,44,9,3,0,0.18417874,0.25227785,10.8,13.8,48,3,78,172,0,0,16,3,1,0,0,0,0,0.333,1,0.333,0,0,16,3.600000064,4.600000064,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,A.J. Dillon,RB,GB,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,46,242,2,0,0,11,0,2,2,21,0,0,0,5,16,1,0,0.06798246,0.028310468,38.3,40.3,263,9,0,0,0,5.26,10.5,48,1,0,0,0,0.043,0,2,0.042,0,26.88888889,2.333333333,4.255555471,4.477777693,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,A.J. Dillon,RB,GB,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,187,803,5,1,1,50,0,34,37,313,2,1,0,14,310,15,0,1.0736609,0.060939807,151.6,185.6,1116,17,0,0,0,4.29,9.21,221,1,0,0,0,0.027,0.059,7,0.032,0,47.23529412,18.41176471,8.917647418,10.91764742,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,A.J. Dillon,RB,GB,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,186,770,7,0,0,47,0,28,43,206,0,1,0,23,197,9,0,1.3399737,0.08740127,139.6,167.6,976,17,0,0,0,4.14,7.36,214,1,0,0,0,0.038,0,7,0.033,0,45.29411765,12.11764706,8.211765065,9.858823888,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,A.J. Green,WR,ARI,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,92,848,3,0,0,1109,181,37,0,2.6370335,4.302691,102.8,156.8,848,16,887,1102,0,0,15.7,54,1,0,0,0,0,0.056,3,0.056,0,0,53,6.425000191,9.800000191,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,A.J. Green,WR,ARI,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,47,236,2,0,0,515,56,11,1,1.2515996,2.0302455,37.6,61.6,236,13,533,925,0,0,9.83,24,1,0,0,0,0,0.083,2,0.083,0,0,18.15384615,2.892307575,4.738461421,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,A.J. Green,WR,CIN,2012,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,2,0,97,164,1350,11,2,1,2235,381,61,0,4.9483395,7.5385528,202.8,299.8,1388,16,960,1057,0,9.5,13.92,101,1,0,0,0,0,0.113,11,0.109,0,2.375,84.375,12.67500019,18.73749924,0,33.87,2011,1,4,4-Jun,211,4.48,34.5,2
4,A.J. Green,WR,CIN,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,178,1426,11,1,0,2256,393,65,0,4.841648,7.4594603,208.6,306.6,1426,16,1056,1132,0,0,14.55,98,1,0,0,0,0,0.112,11,0.112,0,0,89.125,13.03750038,19.16250038,0,33.87,2011,1,4,4-Jun,211,4.48,34.5,3
4,A.J. Green,WR,CIN,2014,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,69,116,1041,6,2,2,1548,314,46,0,3.8009462,6.2662063,136.3,205.3,1043,12,644,786,0,1,15.09,71,1,0,0,0,0,0.087,6,0.085,0,0.166666667,86.75,11.35833359,17.10833359,0,33.87,2011,1,4,4-Jun,211,4.48,34.5,4
4,A.J. Green,WR,CIN,2015,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,132,1297,10,1,1,1686,341,63,0,4.2266545,6.0363955,187.7,273.7,1297,16,931,1055,0,0,15.08,86,1,0,0,0,0,0.116,10,0.116,0,0,81.0625,11.73124981,17.10625076,0,33.87,2011,1,4,4-Jun,211,4.48,34.5,5
4,A.J. Green,WR,CIN,2016,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,100,964,4,0,0,1236,258,41,0,3.043265,4.1470942,120.4,186.4,964,10,555,682,0,0,14.61,66,1,0,0,0,0,0.061,4,0.061,0,0,96.4,12.04000015,18.63999939,0,33.87,2011,1,4,4-Jun,211,4.48,34.5,6
4,A.J. Green,WR,CIN,2017,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,143,1078,8,2,2,1873,297,55,0,4.6446466,7.290735,151.8,226.8,1078,16,852,962,0,0,14.37,75,1,0,0,0,0,0.107,8,0.107,0,0,67.375,9.487500191,14.17500019,0,33.87,2011,1,4,4-Jun,211,4.48,34.5,7
4,A.J. Green,WR,CIN,2018,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,77,694,6,2,1,958,163,37,0,2.1881702,3.6018698,103.4,149.4,694,9,458,582,0,0,15.09,46,1,0,0,0,0,0.13,6,0.13,0,0,77.11111111,11.48888906,16.59999932,0,33.87,2011,1,4,4-Jun,211,4.48,34.5,8
4,A.J. Green,WR,CIN,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,104,523,2,0,0,1427,86,34,0,2.882646,4.798436,64.3,111.3,523,16,820,1076,0,0,11.13,47,1,0,0,0,0,0.043,2,0.043,0,0,32.6875,4.018750191,6.956250191,0,33.87,2011,1,4,4-Jun,211,4.48,34.5,10
5,A.J. Jenkins,WR,KC,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,8,17,130,0,0,0,200,44,4,0,0.5186512,0.953435,13.6,21.6,136,7,152,486,0,3,16.25,10,1,0,0,0,0,0,0,0,0,0.857142857,18.57142857,1.942857197,3.08571434,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,A.J. Jenkins,WR,KC,2014,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,1,0,0,0,9,15,93,0,0,0,131,43,5,0,0.48626202,0.69645727,9.1,18.1,91,7,201,472,0,-1,10.33,11,1,0,0,0,0,0,0,0,0,-0.285714286,13.28571429,1.300000054,2.58571434,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,A.J. Jenkins,WR,SF,2012,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0.03448276,0.005633803,0,0,0,1,19,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.87,2012,1,30,Jun-00,190,4.37,38.5,1
6,AJ McCarron,QB,CIN,2015,REG,79,119,854,6,2,12,63,0,0,972,317,44,0,14,31,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,55.26,55.26,885,7,0,0,7.18,2.21,0,133,1,0.664,0.05,0.017,0,0,6,0.045,122,4.428571429,0,7.894285475,7.894285475,122,98.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,AJ McCarron,QB,CIN,2017,REG,7,14,66,0,0,1,9,0,0,105,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,2.64,66,2,0,0,4.71,0,0,14,1,0.5,0,0,0,0,0,0,33,0,0,1.320000052,1.320000052,33,57.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,AJ McCarron,QB,HOU,2019,REG,21,37,225,0,1,5,43,0,0,313,130,11,0,5,39,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,16.9,264,2,0,0,6.08,7.8,0,42,1,0.568,0,0.027,0.2,0,1,0.024,112.5,19.5,0,8.449999809,8.449999809,112.5,69.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,AJ McCarron,QB,HOU,2020,REG,1,1,20,0,0,1,12,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,20,2,0,0,20,0,0,1,1,1,0,0,0,0,0,0,10,0,0,0.400000006,0.400000006,10,113.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,AJ McCarron,QB,LV,2018,REG,1,3,8,0,0,1,7,0,0,7,1,0,0,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,6,2,0,0,2.67,-0.67,0,6,1,0.333,0,0,0,0,0,0,4,-1,0,0.059999999,0.059999999,4,36.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7,Aaron Burbridge,WR,SF,2016,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,88,0,0,0,139,43,5,0,0.5247489,0.5972315,8.8,15.8,88,8,176,504,0,0,12.57,7,1,0,0,0,0,0,0,0,0,0,11,1.100000024,1.975000024,0,33.87,2016,6,213,Jun-00,206,4.56,30.5,1
8,Aaron Dobson,WR,NE,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,72,519,4,1,0,995,185,25,0,2.1001859,3.3862498,75.9,112.9,519,11,511,785,0,0,14.03,37,1,0,0,0,0,0.108,4,0.108,0,0,47.18181818,6.900000139,10.2636365,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,Aaron Dobson,WR,NE,2014,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,38,0,0,0,54,21,2,0,0.18024832,0.20946857,3.8,6.8,38,4,56,278,0,0,12.67,3,1,0,0,0,0,0,0,0,0,0,9.5,0.949999988,1.700000048,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,Aaron Dobson,WR,NE,2015,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,141,0,0,0,209,29,9,0,0.44576207,0.5286879,14.1,27.1,141,6,206,435,0,0,10.85,13,1,0,0,0,0,0,0,0,0,0,23.5,2.350000064,4.51666673,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9,Aaron Hernandez,TE,NE,2012,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,51,83,483,5,0,0,596,222,27,0,1.9711756,1.5920875,78.8,129.8,488,10,565,776,0,5,9.47,52,1,0,0,0,0,0.098,5,0.096,0,0.5,48.3,7.880000305,12.98000031,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10,Aaron Jones,RB,GB,2017,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,81,448,4,0,0,21,0,9,18,22,0,0,0,-5,30,2,0,0.5635796,-0.022039453,71,80,470,10,236,620,0,5.53,2.44,90,1,0,0,0,0.049,0,4,0.044,0,44.8,2.2,7.1,8,0,33.87,2017,5,182,9-May,208,4.56,37.5,1
10,Aaron Jones,RB,GB,2018,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,133,728,8,1,1,41,0,26,35,206,1,0,0,9,221,12,0,1.0636772,0.019217081,145.4,171.4,934,12,376,791,0,5.47,7.92,159,1,0,0,0,0.06,0.038,9,0.057,0,60.66666667,17.16666667,12.11666616,14.28333282,0,33.87,2017,5,182,9-May,208,4.56,37.5,2
10,Aaron Jones,RB,GB,2019,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1084,16,2,1,55,0,49,68,474,3,1,1,186,437,18,0,1.9958992,0.60438246,265.8,314.8,1558,16,663,1077,0,4.59,9.67,285,1,0,0,0,0.068,0.061,19,0.067,0,67.75,29.625,16.61249924,19.67499924,0,33.87,2017,5,182,9-May,208,4.56,37.5,3
10,Aaron Jones,RB,GB,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1104,9,1,0,52,0,47,63,355,2,1,0,77,365,15,0,2.0685868,0.20078187,211.9,258.9,1459,14,539,902,0,5.49,7.55,248,1,0,0,0,0.045,0.043,11,0.044,0,78.85714286,25.35714286,15.13571385,18.49285671,0,33.87,2017,5,182,9-May,208,4.56,37.5,4
10,Aaron Jones,RB,GB,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,171,799,4,1,1,37,0,52,65,391,6,1,0,56,412,22,0,1.982522,0.3264764,177,229,1190,15,578,990,0,4.67,7.52,223,1,0,0,0,0.023,0.115,10,0.045,0,53.26666667,26.06666667,11.8,15.26666667,0,33.87,2017,5,182,9-May,208,4.56,37.5,5
10,Aaron Jones,RB,GB,2022,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,213,1121,2,3,1,54,0,59,72,395,5,2,2,14,447,19,1,2.3203332,0.12668207,189.6,248.6,1516,17,630,1092,0,5.26,6.69,272,1,0,0,0,0.009,0.085,7,0.026,0,65.94117647,23.23529412,11.15294154,14.62352977,0,33.87,2017,5,182,9-May,208,4.56,37.5,6
11,Aaron Rodgers,QB,GB,2012,REG,371,552,4295,39,8,51,293,5,4,4467,2044,211,1,54,259,2,0,0,20,0,1,1,-1,0,0,0,-6,5,0,0,0.029411765,-0.019607844,343.6,344.6,4553,16,1071,1103,7.78,4.8,-1,607,1,0.672,0.071,0.014,0.037,0,41,0.068,268.4375,16.1875,-0.0625,21.47500038,21.53750038,268.4375,108.46,2005,1,24,2-Jun,223,4.71,34.5,8
11,Aaron Rodgers,QB,GB,2013,REG,193,290,2536,17,6,21,117,3,0,2364,1251,108,0,30,120,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,169.44,169.44,2656,9,582,629,8.74,4,0,320,1,0.666,0.059,0.021,0,0,17,0.053,281.7777778,13.33333333,0,18.82666694,18.82666694,281.7777778,107.96,2005,1,24,2-Jun,223,4.71,34.5,9
11,Aaron Rodgers,QB,GB,2014,REG,341,520,4381,38,5,28,174,7,1,4204,2059,219,1,43,269,2,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,354.14,354.14,4650,16,983,1050,8.43,6.26,0,563,1,0.656,0.073,0.01,0.047,0,40,0.071,273.8125,16.8125,0,22.13375092,22.13375092,273.8125,110.5,2005,1,24,2-Jun,223,4.71,34.5,10
11,Aaron Rodgers,QB,GB,2015,REG,347,572,3821,31,8,46,314,8,4,4629,1952,173,4,58,344,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,301.24,301.24,4165,16,1137,1147,6.68,5.93,0,630,1,0.607,0.054,0.014,0.017,0,32,0.051,238.8125,21.5,0,18.82749939,18.82749939,238.8125,92.79,2005,1,24,2-Jun,223,4.71,34.5,11
11,Aaron Rodgers,QB,GB,2016,REG,401,610,4428,40,7,35,246,5,2,5287,2030,222,1,67,369,4,3,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,380.02,380.02,4797,16,1064,1086,7.26,5.51,0,677,1,0.657,0.066,0.011,0.06,0,44,0.065,276.75,23.0625,0,23.75124931,23.75124931,276.75,103.38,2005,1,24,2-Jun,223,4.71,34.5,12
11,Aaron Rodgers,QB,GB,2017,REG,154,238,1675,16,6,22,168,1,1,1643,870,85,0,24,126,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,129.6,129.6,1801,7,417,479,7.04,5.25,0,262,1,0.647,0.067,0.025,0,0,16,0.061,239.2857143,18,0,18.51428659,18.51428659,239.2857143,101.96,2005,1,24,2-Jun,223,4.71,34.5,13
11,Aaron Rodgers,QB,GB,2018,REG,372,597,4442,25,2,49,353,4,3,5241,2134,200,2,43,269,2,2,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,312.58,312.58,4711,16,1012,1074,7.44,6.26,0,640,1,0.623,0.042,0.003,0.047,0,27,0.042,277.625,16.8125,0,19.53624916,19.53624916,277.625,93.29,2005,1,24,2-Jun,223,4.71,34.5,14
11,Aaron Rodgers,QB,GB,2019,REG,353,569,4002,26,4,36,284,3,3,5006,2020,189,2,46,183,1,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,278.38,278.38,4185,16,1057,1078,7.03,3.98,0,615,1,0.62,0.046,0.007,0.022,0,27,0.044,250.125,11.4375,0,17.39875031,17.39875031,250.125,92.67,2005,1,24,2-Jun,223,4.71,34.5,15
11,Aaron Rodgers,QB,GB,2020,REG,372,526,4299,48,5,20,182,1,1,4135,2248,216,0,38,149,3,3,1,15,0,1,1,-6,0,0,0,-4,-2,0,0,0.033333335,-0.014440433,382.26,383.26,4442,16,1017,1039,8.17,3.92,-6,565,1,0.707,0.091,0.01,0.079,0,51,0.09,268.6875,9.3125,-0.375,23.89125061,23.95375061,268.6875,119.67,2005,1,24,2-Jun,223,4.71,34.5,16
11,Aaron Rodgers,QB,GB,2021,REG,366,531,4115,37,4,30,188,1,0,4078,2189,213,0,33,101,3,2,0,10,0,1,1,-4,0,0,0,-4,0,0,0,0.032258064,-0.011299435,332.3,333.3,4212,16,983,1052,7.75,3.06,-4,565,1,0.689,0.07,0.008,0.091,0,40,0.071,257.1875,6.3125,-0.25,20.76874924,20.83124924,257.1875,109.42,2005,1,24,2-Jun,223,4.71,34.5,17
11,Aaron Rodgers,QB,GB,2022,REG,350,542,3695,26,12,32,258,4,2,4341,1879,177,2,34,94,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,239.2,239.2,3789,17,1068,1094,6.82,2.76,0,576,1,0.646,0.048,0.022,0.029,0,27,0.047,217.3529412,5.529411765,0,14.07058806,14.07058806,217.3529412,94.62,2005,1,24,2-Jun,223,4.71,34.5,18
12,Ace Sanders,WR,JAX,2013,REG,1,1,21,1,0,0,0,0,0,21,0,1,0,2,4,0,0,0,1,0,51,86,484,1,0,0,502,297,22,0,2.275794,2.1385984,59.64,110.64,509,15,601,1004,21,2,9.49,54,1,1,1,0,0,0.02,2,0.037,1.4,0.266666667,32.26666667,3.975999959,7.375999959,1.4,152.62,2013,4,101,7-May,173,4.58,32,1
12,Ace Sanders,WR,JAX,2014,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,55,0,0,0,26,24,1,0,0.1923659,0.11722958,5.5,11.5,55,6,39,443,0,0,9.17,6,1,0,0,0,0,0,0,0,0,0,9.166666667,0.916666667,1.916666667,0,33.87,2013,4,101,7-May,173,4.58,32,2
13,Adam Humphries,WR,TB,2015,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,260,1,0,0,270,123,18,0,1.1780916,0.7832585,32,59,260,11,430,755,0,0,9.63,27,1,0,0,0,0,0.037,1,0.037,0,0,23.63636364,2.909090909,5.363636364,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13,Adam Humphries,WR,TB,2016,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,55,83,622,2,0,0,461,382,27,1,2.1925085,1.1724393,78,133,640,15,648,1070,0,3.6,11.31,60,1,0,0,0,0,0.036,2,0.033,0,1.2,41.46666667,5.2,8.866666667,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13,Adam Humphries,WR,TB,2017,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,61,83,631,1,1,1,543,307,34,0,2.1715143,1.2921383,67.7,128.7,637,16,681,1087,0,6,10.34,62,1,0,0,0,0,0.016,1,0.016,0,0.375,39.4375,4.231249809,8.043749809,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13,Adam Humphries,WR,TB,2018,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,76,105,816,5,0,0,661,415,48,0,2.7552576,1.5610461,112.7,188.7,827,16,781,1116,0,5.5,10.74,78,1,0,0,0,0,0.066,5,0.064,0,0.6875,51,7.043749809,11.79374981,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13,Adam Humphries,WR,TEN,2019,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,37,47,374,2,0,0,351,120,20,0,1.7172074,1.4666867,49.5,86.5,375,12,375,737,0,1,10.11,38,1,0,0,0,0,0.054,2,0.053,0,0.083333333,31.16666667,4.125,7.208333333,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13,Adam Humphries,WR,TEN,2020,REG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,228,2,0,0,335,45,11,0,1.0476663,1.2266815,34.8,57.8,228,7,227,485,0,0,9.91,23,1,0,0,0,0,0.087,2,0.087,0,0,32.57142857,4.971428462,8.257142748,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13,Adam Humphries,WR,WAS,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,62,383,0,0,0,419,150,23,0,1.9895453,1.7944176,38.3,79.3,383,17,658,1127,0,0,9.34,41,1,0,0,0,0,0,0,0,0,0,22.52941176,2.252941132,4.664706062,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14,Adam Shaheen,TE,CHI,2017,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,127,3,0,0,95,49,8,0,0.46188557,0.40480506,30.7,42.7,127,6,160,387,0,0,10.58,12,1,0,0,0,0,0.25,3,0.25,0,0,21.16666667,5.116666794,7.116666794,0,33.87,2017,2,45,6-Jun,278,4.79,32.5,1
14,Adam Shaheen,TE,CHI,2018,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,48,1,0,0,59,13,3,1,0.19039409,0.28460744,12.8,17.8,48,4,99,280,0,0,9.6,5,1,0,0,0,0,0.2,1,0.2,0,0,12,3.200000048,4.449999809,0,33.87,2017,2,45,6-Jun,278,4.79,32.5,2
14,Adam Shaheen,TE,CHI,2019,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,74,0,0,0,49,38,3,1,0.39687058,0.20565715,9.4,18.4,74,7,162,454,0,0,8.22,9,1,0,0,0,0,0,0,0,0,0,10.57142857,1.342857088,2.628571374,0,33.87,2017,2,45,6-Jun,278,4.79,32.5,3
14,Adam Shaheen,TE,MIA,2020,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,150,3,0,0,95,105,9,0,0.634843,0.38927573,33,45,150,13,318,875,0,0,12.5,12,1,0,0,0,0,0.25,3,0.25,0,0,11.53846154,2.538461538,3.461538462,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14,Adam Shaheen,TE,MIA,2021,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,110,0,0,0,92,41,5,0,0.434452,0.34828886,11,23,110,7,253,465,0,0,9.17,12,1,0,0,0,0,0,0,0,0,0,15.71428571,1.571428571,3.285714286,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15,Adam Thielen,WR,MIN,2014,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,137,1,0,0,170,34,7,0,0.3920437,0.6612277,25.7,33.7,137,7,85,455,0,0,17.12,8,1,0,0,0,0,0.125,1,0.125,0,0,19.57142857,3.67142868,4.814285823,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15,Adam Thielen,WR,MIN,2015,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89,0,0,0,4,0,12,18,144,0,0,0,174,47,5,0,0.5767657,0.6418907,23.3,35.3,233,9,184,568,0,22.25,12,16,1,0,0,0,0,0,0,0,0,9.888888889,16,2.588888804,3.922222137,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15,Adam Thielen,WR,MIN,2016,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,1,0,69,92,967,5,1,0,989,299,44,0,2.4948995,4.090802,128.2,197.2,982,16,787,1052,0,7.5,14.01,71,1,0,0,0,0,0.072,5,0.07,0,0.9375,60.4375,8.012499809,12.32499981,0,33.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
